,Address,Coordinates
5288,419 CHOA CHU KANG AVE 4,"('1.38192576906172', '103.74156049873')"
5289,420 CHOA CHU KANG AVE 4,"('1.38147127512783', '103.741375947485')"
5290,436 CHOA CHU KANG AVE 4,"('1.3845738801474', '103.740368750567')"
5291,351 CHOA CHU KANG CTRL,"('1.38350488400214', '103.743079424598')"
5292,561 HOUGANG ST 51,"('1.3803800176308', '103.889187745903')"
5293,551 PASIR RIS ST 51,"('1.36736981596041', '103.953118181493')"
5294,214 PASIR RIS ST 21,"('1.3677150762231', '103.961300164735')"
5295,465 PASIR RIS ST 41,"('1.37340933790495', '103.958559916253')"
5296,464 PASIR RIS ST 41,"('1.37267707714054', '103.958359235852')"
5297,545 PASIR RIS ST 51,"('1.36903491024162', '103.95243622672')"
5298,542 PASIR RIS ST 51,"('1.36926772155797', '103.951377692791')"
5299,6 SELETAR WEST FARMWAY 6,
5300,804 CHAI CHEE RD,"('1.3242250727223', '103.922021941751')"
5301,245 BT PANJANG RING RD,"('1.3805322477834', '103.772141437385')"
5302,306 CHOA CHU KANG AVE 4,"('1.384956724776', '103.742877957261')"
5303,429 CHOA CHU KANG AVE 4,"('1.38274325486337', '103.740135563152')"
5304,276 CHOA CHU KANG AVE 2,"('1.37956864583538', '103.744327184637')"
5305,437 CHOA CHU KANG AVE 4,"('1.38410980069154', '103.740645540511')"
5306,537 PASIR RIS ST 51,"('1.36974950862984', '103.949793789445')"
5307,533 PASIR RIS DR 1,"('1.37083207305379', '103.950888010302')"
5308,44 LOR 5 TOA PAYOH,"('1.33623149606503', '103.854043122839')"
5309,49 LOR 5 TOA PAYOH,"('1.33737120983889', '103.853113423858')"
5310,532 PASIR RIS DR 1,"('1.37127721357216', '103.950746618855')"
5311,534 PASIR RIS DR 1,"('1.37039764573225', '103.950860298975')"
5312,235 TAMPINES ST 21,"('1.35549080919861', '103.948259265817')"
5313,50 LOR 5 TOA PAYOH,"('1.33698988933191', '103.852692901602')"
5314,412 YISHUN RING RD,"('1.4255314450295', '103.84696192053')"
5315,644 BEDOK RESERVOIR RD,"('1.33069532832257', '103.90562160069')"
5316,247 BISHAN ST 22,"('1.36108263852717', '103.843138950412')"
5317,320 BT BATOK ST 33,"('1.36120673062964', '103.746929231219')"
5318,308 CHOA CHU KANG AVE 4,"('1.38557729351054', '103.742778536251')"
5319,558 PASIR RIS ST 51,"('1.3668025831206', '103.951713028603')"
5320,566 PASIR RIS ST 51,"('1.36911752292724', '103.949716060672')"
5321,539 PASIR RIS ST 51,"('1.36957398986157', '103.950530360852')"
5322,22 DOVER CRES,"('1.30706974299731', '103.783584391777')"
5323,535A SERANGOON NTH AVE 4,"('1.3735653538544', '103.874537236943')"
5324,496C TAMPINES ST 43,"('1.36215244534095', '103.950373999808')"
5325,496D TAMPINES AVE 9,"('1.36162611403554', '103.949991840666')"
5326,413 YISHUN RING RD,"('1.42496767244191', '103.846466267222')"
5327,9 BEDOK STH AVE 2,"('1.32320974180703', '103.936904011861')"
5328,10E BEDOK STH AVE 2,"('1.3216200934601', '103.937040959341')"
5329,633 BEDOK RESERVOIR RD,"('1.33038893767295', '103.905220931674')"
5330,635 BEDOK RESERVOIR RD,"('1.33068372884462', '103.904877008786')"
5331,22 TIONG BAHRU RD,"('1.28569948373915', '103.83171175159')"
5332,250 CHOA CHU KANG AVE 2,"('1.37930897796883', '103.745365161971')"
5333,346 CHOA CHU KANG LOOP,"('1.38358998692837', '103.744901135483')"
5334,343 CHOA CHU KANG LOOP,"('1.38341750127746', '103.745686287938')"
5335,245 PASIR RIS ST 21,"('1.37110012229173', '103.96304680441')"
5336,504 SERANGOON NTH AVE 4,"('1.37387843222693', '103.876307853422')"
5337,419 YISHUN AVE 11,"('1.42378855512742', '103.847302873542')"
5338,649 JLN TENAGA,"('1.33237199569139', '103.906117409993')"
5339,637 BEDOK RESERVOIR RD,"('1.33106690592689', '103.903932625793')"
5340,405 BT BATOK WEST AVE 7,"('1.36576439078241', '103.745399255467')"
5341,406 BT BATOK WEST AVE 7,"('1.36517826718432', '103.745813150204')"
5342,502 SERANGOON NTH AVE 4,"('1.37448766567895', '103.876464914567')"
5343,491A TAMPINES AVE 9,"('1.36256474399446', '103.953782907479')"
5344,496F TAMPINES AVE 9,"('1.36040047266513', '103.950034057413')"
5345,310 TAMPINES ST 32,"('1.3534632069362', '103.957113086015')"
5346,99C LOR 2 TOA PAYOH,"('1.33901612961753', '103.84744935603')"
5347,415 YISHUN AVE 11,"('1.42444263730394', '103.845870092641')"
5348,532 ANG MO KIO AVE 10,"('1.37381204877253', '103.854590377124')"
5349,403 BT BATOK WEST AVE 7,"('1.36514040189139', '103.744865126672')"
5350,342 CHOA CHU KANG LOOP,"('1.38394155773497', '103.746425614003')"
5351,350 CHOA CHU KANG CTRL,"('1.38352784095572', '103.74346921753')"
5352,104 HOUGANG AVE 1,"('1.35478438666054', '103.890318475929')"
5353,840 JURONG WEST ST 81,"('1.34401965509036', '103.692240891873')"
5354,843 JURONG WEST ST 81,"('1.34419039793866', '103.69403693015')"
5355,842 JURONG WEST ST 81,"('1.34447854576509', '103.69347882991')"
5356,569 PASIR RIS ST 51,"('1.36965312318782', '103.949169331019')"
5357,239 PASIR RIS ST 21,"('1.37319323483764', '103.963384554912')"
5358,243 PASIR RIS ST 21,"('1.37155210403562', '103.962993228282')"
5359,496G TAMPINES AVE 9,"('1.36079922802584', '103.950573417839')"
5360,491D TAMPINES ST 45,"('1.36246541056514', '103.954684825183')"
5361,306 TAMPINES ST 32,"('1.35292805453995', '103.955867117196')"
5362,307 TAMPINES ST 32,"('1.35297507968606', '103.956353598414')"
5363,493B TAMPINES AVE 9,"('1.36226589882023', '103.95206009759')"
5364,43 LOR 5 TOA PAYOH,"('1.33598540713162', '103.854241820253')"
5365,99B LOR 2 TOA PAYOH,"('1.33874496491842', '103.84725279468')"
5366,101B LOR 2 TOA PAYOH,"('1.33959884500115', '103.847605414427')"
5367,313 WOODLANDS ST 31,"('1.43080387256595', '103.776172390442')"
5368,314 WOODLANDS ST 31,"('1.43119072372737', '103.776074114475')"
5369,411 YISHUN RING RD,"('1.42574177872264', '103.847466090784')"
5370,271 CHOA CHU KANG AVE 2,"('1.37869966040642', '103.742532296308')"
5371,348 JURONG EAST AVE 1,"('1.34456643414115', '103.731069572217')"
5372,512 PASIR RIS ST 52,"('1.37549049477777', '103.943891547201')"
5373,237 PASIR RIS ST 21,"('1.37407916915993', '103.962867929916')"
5374,242 PASIR RIS ST 21,"('1.37157810599867', '103.962507576752')"
5375,503 SERANGOON NTH AVE 4,"('1.37400147807724', '103.876535806284')"
5376,493D TAMPINES ST 43,"('1.36248462928267', '103.951838170127')"
5377,493A TAMPINES AVE 9,"('1.36255883062393', '103.952463123082')"
5378,304 TAMPINES ST 32,"('1.35213400949386', '103.956438751073')"
5379,308 TAMPINES ST 32,"('1.35286747357104', '103.95673502603')"
5380,311 TAMPINES ST 33,"('1.35330429046842', '103.957434964486')"
5381,318 WOODLANDS ST 31,"('1.43185620344217', '103.777063676323')"
5382,340 CHOA CHU KANG LOOP,"('1.38409830722396', '103.74549899545')"
5383,833 JURONG WEST ST 81,"('1.34374402387877', '103.694357308749')"
5384,820 JURONG WEST ST 81,"('1.34633229610859', '103.695188410921')"
5385,829 JURONG WEST ST 81,"('1.34497742351864', '103.693882164907')"
5386,213 PASIR RIS ST 21,"('1.36836361180163', '103.96066010554')"
5387,560 PASIR RIS ST 51,"('1.36676413373262', '103.950422811328')"
5388,232 PASIR RIS DR 4,"('1.37472099992647', '103.961671927365')"
5389,227 PASIR RIS ST 21,"('1.37166868291671', '103.961763681659')"
5390,247 PASIR RIS ST 21,"('1.37068230836737', '103.96250106435')"
5391,493C TAMPINES ST 43,"('1.36190373412212', '103.95153872617')"
5392,315 TAMPINES ST 33,"('1.35214170002867', '103.957447937175')"
5393,495B TAMPINES ST 43,"('1.36274236096606', '103.951330562087')"
5394,99A LOR 2 TOA PAYOH,"('1.33878534348177', '103.846873055688')"
5395,94E BEDOK NTH AVE 4,"('1.33330539203383', '103.940906242009')"
5396,273 CHOA CHU KANG AVE 2,"('1.37924870864955', '103.743076786516')"
5397,832 JURONG WEST ST 81,"('1.34402411393529', '103.695220414893')"
5398,834 JURONG WEST ST 81,"('1.34308929877175', '103.694054279271')"
5399,841 JURONG WEST ST 81,"('1.34455183440305', '103.692837280438')"
5400,226 PASIR RIS ST 21,"('1.37101230339472', '103.961722370116')"
5401,230 PASIR RIS ST 21,"('1.37289372103764', '103.961153966738')"
5402,562 PASIR RIS ST 51,"('1.3675903812404', '103.950281806126')"
5403,634 PASIR RIS DR 1,"('1.37757160245472', '103.940659584857')"
5404,183 PASIR RIS ST 11,"('1.36493828197643', '103.960612447875')"
5405,203 PASIR RIS ST 21,"('1.36694570799969', '103.962072493987')"
5406,493E TAMPINES ST 43,"('1.36252410316691', '103.95187034702')"
5407,491E TAMPINES ST 45,"('1.36249895422368', '103.955251289212')"
5408,305 TAMPINES ST 32,"('1.35241346727103', '103.955871285534')"
5409,491G TAMPINES ST 45,"('1.3636112252445', '103.954333196181')"
5410,45 LOR 5 TOA PAYOH,"('1.33586537201904', '103.853751144736')"
5411,853 WOODLANDS ST 83,"('1.43942402460765', '103.793101108811')"
5412,854 WOODLANDS ST 83,"('1.43979292303567', '103.793067357987')"
5413,24 TEBAN GDNS RD,"('1.32349635256112', '103.737884227151')"
5414,817 JURONG WEST ST 81,"('1.34470598575848', '103.695720951625')"
5415,234 PASIR RIS DR 4,"('1.37328803650135', '103.961830001962')"
5416,181 PASIR RIS ST 11,"('1.36439754319681', '103.960572120493')"
5417,195 PASIR RIS ST 12,"('1.36639650930501', '103.960047020433')"
5418,199 PASIR RIS ST 12,"('1.36734267382393', '103.959675966403')"
5419,211 PASIR RIS ST 21,"('1.36719431144441', '103.96115264966')"
5420,249 PASIR RIS ST 21,"('1.37014231267727', '103.963284469396')"
5421,492B TAMPINES AVE 9,"('1.36300824311728', '103.953547635295')"
5422,492D TAMPINES ST 45,"('1.3638772521599', '103.954122609944')"
5423,101A LOR 2 TOA PAYOH,"('1.33974126719163', '103.847264187382')"
5424,175 WOODLANDS ST 13,"('1.4336190304618', '103.777755926451')"
5425,272 CHOA CHU KANG AVE 2,"('1.3787209383866', '103.742923724743')"
5426,744 JURONG WEST ST 73,"('1.34665889281139', '103.699099859364')"
5427,810 JURONG WEST ST 81,"('1.34688627343839', '103.695471362908')"
5428,818 JURONG WEST ST 81,"('1.34512575413', '103.69521407252')"
5429,819 JURONG WEST ST 81,"('1.34578393651511', '103.69498617757')"
5430,816 JURONG WEST ST 81,"('1.34533414501001', '103.696415980568')"
5431,822 JURONG WEST ST 81,"('1.34707884174938', '103.69382198757')"
5432,825 JURONG WEST ST 81,"('1.34619008816048', '103.693228527345')"
5433,187 PASIR RIS ST 11,"('1.36478562221786', '103.959292475911')"
5434,189 PASIR RIS ST 12,"('1.36558937083908', '103.959037047449')"
5435,193 PASIR RIS ST 12,"('1.36605107630216', '103.959389712733')"
5436,196 PASIR RIS ST 12,"('1.36613863438204', '103.960336632262')"
5437,205 PASIR RIS ST 21,"('1.36693709353527', '103.962939357935')"
5438,206 PASIR RIS ST 21,"('1.36628164486583', '103.962698475917')"
5439,208 PASIR RIS ST 21,"('1.36624948871012', '103.961918466487')"
5440,490A TAMPINES ST 45,"('1.36202172926791', '103.956772635992')"
5441,384 TAMPINES ST 32,"('1.35401864329292', '103.958052645778')"
5442,230D TAMPINES ST 24,"('1.35609909806697', '103.95157812569')"
5443,230F TAMPINES ST 24,"('1.35625417362515', '103.950752703057')"
5444,230G TAMPINES ST 21,"('1.35616662159736', '103.950300169319')"
5445,495D TAMPINES ST 43,"('1.36367184996528', '103.952024565359')"
5446,170 WOODLANDS ST 11,"('1.43363472515023', '103.776294092675')"
5447,638 BEDOK RESERVOIR RD,"('1.33144530032841', '103.904434816269')"
5448,639 BEDOK RESERVOIR RD,"('1.33166324925224', '103.904625609758')"
5449,641 BEDOK RESERVOIR RD,"('1.33175277099147', '103.90523702529')"
5450,651 HOUGANG AVE 8,"('1.37253883062467', '103.881113790573')"
5451,750 JURONG WEST ST 73,"('1.34793711637819', '103.699191887798')"
5452,185 PASIR RIS ST 11,"('1.36573012825405', '103.959903670796')"
5453,197 PASIR RIS ST 12,"('1.36640299690077', '103.960738659652')"
5454,505 PASIR RIS ST 52,"('1.37665440089895', '103.94523481723')"
5455,509 PASIR RIS ST 52,"('1.37579021565855', '103.943988040756')"
5456,81 STRATHMORE AVE,"('1.29462040658733', '103.80927727367')"
5457,230B TAMPINES ST 24,"('1.35531329565437', '103.950834208922')"
5458,489B TAMPINES ST 45,"('1.36132334023489', '103.95746980781')"
5459,381 TAMPINES ST 32,"('1.3540186467337', '103.958966328131')"
5460,383 TAMPINES ST 32,"('1.35409826800948', '103.958266922353')"
5461,230H TAMPINES ST 21,"('1.35632909346772', '103.950007447679')"
5462,840 WOODLANDS ST 82,"('1.44381282098453', '103.792401112407')"
5463,307 WOODLANDS AVE 1,"('1.42940927831954', '103.776437088944')"
5464,308 WOODLANDS AVE 1,"('1.42980422383108', '103.776560725647')"
5465,747 JURONG WEST ST 73,"('1.34761575693698', '103.697320999848')"
5466,191 PASIR RIS ST 12,"('1.36606696993045', '103.95873102026')"
5467,198 PASIR RIS ST 12,"('1.36697256341726', '103.960009214113')"
5468,209 PASIR RIS ST 21,"('1.3665858569115', '103.961549961964')"
5469,510 PASIR RIS ST 52,"('1.37572584037326', '103.944596742116')"
5470,167 WOODLANDS ST 11,"('1.43359370586711', '103.775884057946')"
5471,545 CHOA CHU KANG ST 52,"('1.39348799782668', '103.743397525961')"
5472,190 PASIR RIS ST 12,"('1.36552479300537', '103.958657337254')"
5473,194 PASIR RIS ST 12,"('1.36599758461815', '103.959675297763')"
5474,513 PASIR RIS ST 52,"('1.37517789596632', '103.943569595629')"
5475,192 PASIR RIS ST 12,"('1.36624733354053', '103.959056947733')"
5476,255 PASIR RIS ST 21,"('1.36822745359322', '103.96420382001')"
5477,503 PASIR RIS ST 52,"('1.37570879771449', '103.9454817676')"
5478,317 ANG MO KIO ST 31,"('1.36562478329901', '103.847011474539')"
5479,640 BEDOK RESERVOIR RD,"('1.33210132151895', '103.904953194958')"
5480,642 BEDOK RESERVOIR RD,"('1.33127359772764', '103.905592578253')"
5481,254 CHOA CHU KANG AVE 2,"('1.37822238271604', '103.743885220226')"
5482,546 CHOA CHU KANG ST 52,"('1.39301282897146', '103.743262359418')"
5483,708 JURONG WEST ST 71,"('1.34207524231502', '103.694306358693')"
5484,514 PASIR RIS ST 52,"('1.37460129469019', '103.943139291069')"
5485,274 PASIR RIS ST 21,"('1.36434002216723', '103.964028907972')"
5486,519 PASIR RIS ST 52,"('1.37406306521206', '103.945122178511')"
5487,269 PASIR RIS ST 21,"('1.36530053988312', '103.963750539844')"
5488,130 PASIR RIS ST 11,"('1.36536519979037', '103.956938360686')"
5489,132 PASIR RIS ST 11,"('1.36623282835828', '103.956086878047')"
5490,134 PASIR RIS ST 11,"('1.36515238365719', '103.956349944243')"
5491,80 STRATHMORE AVE,"('1.2945613912197', '103.809692095051')"
5492,490B TAMPINES ST 45,"('1.36237689225229', '103.956046631727')"
5493,388 TAMPINES ST 32,"('1.35528679610194', '103.958318517675')"
5494,391 TAMPINES AVE 7,"('1.35563154080284', '103.957953271748')"
5495,386 TAMPINES ST 32,"('1.35483911065985', '103.959153480624')"
5496,843 WOODLANDS ST 82,"('1.44314929042286', '103.79305512541')"
5497,331 WOODLANDS AVE 1,"('1.42940879659713', '103.778713415091')"
5498,88 REDHILL CL,"('1.28584081223944', '103.818596280876')"
5499,540 CHOA CHU KANG ST 52,"('1.39287401160154', '103.743812499866')"
5500,526 CHOA CHU KANG ST 51,"('1.39135405427241', '103.74189333792')"
5501,701 JURONG WEST ST 71,"('1.34231547534586', '103.69528112377')"
5502,710 JURONG WEST ST 71,"('1.34288276523283', '103.694854808974')"
5503,257 PASIR RIS ST 21,"('1.36705970665564', '103.96369794683')"
5504,254 PASIR RIS ST 21,"('1.36814325057353', '103.963819400058')"
5505,500 PASIR RIS ST 52,"('1.3760245207216', '103.945945712947')"
5506,268 PASIR RIS ST 21,"('1.36528993396173', '103.963014389703')"
5507,270 PASIR RIS ST 21,"('1.36553637966674', '103.96439860662')"
5508,133 PASIR RIS ST 11,"('1.36572659703752', '103.956188045596')"
5509,136 PASIR RIS ST 11,"('1.36467287496198', '103.957739722389')"
5510,390 TAMPINES AVE 7,"('1.35618204494608', '103.957616315285')"
5511,486A TAMPINES AVE 9,"('1.35976573500754', '103.957416315106')"
5512,387 TAMPINES ST 32,"('1.35530936811373', '103.958770006658')"
5513,394 TAMPINES AVE 7,"('1.35519244916702', '103.956061489556')"
5514,845 WOODLANDS ST 82,"('1.44275455946434', '103.792532086511')"
5515,109 WOODLANDS ST 13,"('1.43752043427047', '103.780953594197')"
5516,330 WOODLANDS AVE 1,"('1.42980320697192', '103.778590443657')"
5517,506 CHOA CHU KANG ST 51,"('1.3887781628167', '103.741831087827')"
5518,252 CHOA CHU KANG AVE 2,"('1.37803547504451', '103.745019261369')"
5519,510 CHOA CHU KANG ST 51,"('1.38794756262544', '103.741378171035')"
5520,524 CHOA CHU KANG ST 51,"('1.39157862566789', '103.741157853347')"
5521,521 PASIR RIS ST 52,"('1.37358084217304', '103.94436502031')"
5522,142 PASIR RIS ST 11,"('1.36345258509225', '103.958901731763')"
5523,518 PASIR RIS ST 52,"('1.37438915047744', '103.94460331298')"
5524,393 TAMPINES AVE 7,"('1.35519256838427', '103.956808022522')"
5525,111 WOODLANDS ST 13,"('1.43794381732231', '103.782059433742')"
5526,142 MARSILING RD,"('1.43703348852642', '103.777069314339')"
5527,542 CHOA CHU KANG ST 52,"('1.39360500894625', '103.744792623445')"
5528,543 CHOA CHU KANG ST 52,"('1.39370963092058', '103.744289177124')"
5529,501 CHOA CHU KANG ST 51,"('1.38959498074238', '103.74324795084')"
5530,502 CHOA CHU KANG ST 51,"('1.38910701991989', '103.743365257042')"
5531,509 CHOA CHU KANG ST 51,"('1.38799995768277', '103.741818224223')"
5532,523 CHOA CHU KANG ST 51,"('1.39155917752352', '103.740845041672')"
5533,527 CHOA CHU KANG ST 51,"('1.39188604126803', '103.741404903499')"
5534,531 CHOA CHU KANG ST 51,"('1.39289103497717', '103.74153439843')"
5535,48 BENDEMEER RD,"('1.32332270615854', '103.866399245801')"
5536,256 PASIR RIS ST 21,"('1.36762703033571', '103.964020210103')"
5537,272 PASIR RIS ST 21,"('1.36465718880936', '103.964721788076')"
5538,520 PASIR RIS ST 52,"('1.373451807241', '103.94475632064')"
5539,516 PASIR RIS ST 52,"('1.37414901860681', '103.943539735181')"
5540,392 TAMPINES AVE 7,"('1.35519267346936', '103.957473809347')"
5541,141 MARSILING RD,"('1.43736870010289', '103.77707219926')"
5542,323 WOODLANDS ST 32,"('1.43117274894118', '103.77911320353')"
5543,107 WOODLANDS ST 13,"('1.43729843225252', '103.782227077422')"
5544,808 WOODLANDS ST 81,"('1.44228123978512', '103.78691557368')"
5545,87 REDHILL CL,"('1.28603089023714', '103.819023673783')"
5546,253 PASIR RIS ST 21,"('1.36815447592499', '103.963074376663')"
5547,139 PASIR RIS ST 11,"('1.3635179863635', '103.959586721477')"
5548,145 PASIR RIS ST 11,"('1.36321945235415', '103.960831858806')"
5549,252 PASIR RIS ST 21,"('1.36802092556576', '103.962716867436')"
5550,267 PASIR RIS ST 21,"('1.36594168369426', '103.963475911176')"
5551,271 PASIR RIS ST 21,"('1.36566783107171', '103.963963178403')"
5552,152 PASIR RIS ST 13,"('1.36374137521076', '103.962247999674')"
5553,373 TAMPINES ST 34,"('1.3560218473311', '103.958780627307')"
5554,8 JOO SENG RD,"('1.33520143444299', '103.878702994487')"
5555,322 WOODLANDS ST 32,"('1.43151585350574', '103.778881591946')"
5556,325 WOODLANDS ST 32,"('1.43078891155605', '103.779517722142')"
5557,830 WOODLANDS ST 83,"('1.43928523903243', '103.790785343534')"
5558,807 WOODLANDS ST 81,"('1.44226027181922', '103.78751724184')"
5559,6 KIM TIAN RD,"('1.28400968071886', '103.827421421303')"
5560,504 CHOA CHU KANG ST 51,"('1.38897888481313', '103.742536911765')"
5561,544 CHOA CHU KANG ST 52,"('1.39371134802136', '103.743772016448')"
5562,507 CHOA CHU KANG ST 51,"('1.38910481548092', '103.74128676791')"
5563,508 CHOA CHU KANG ST 51,"('1.38836602447224', '103.741643089')"
5564,548 CHOA CHU KANG ST 52,"('1.39339309874757', '103.74193765951')"
5565,551 CHOA CHU KANG ST 52,"('1.39428872870193', '103.743062965588')"
5566,708 CHOA CHU KANG ST 53,"('1.39165031368934', '103.746875282707')"
5567,112 WHAMPOA RD,"('1.3259250116992', '103.856823131154')"
5568,115 WHAMPOA RD,"('1.32626270934533', '103.857341314954')"
5569,144 PASIR RIS ST 11,"('1.36240784548335', '103.960544055101')"
5570,635 PASIR RIS DR 1,"('1.37740414141217', '103.940322697017')"
5571,629 PASIR RIS DR 3,"('1.37900666267017', '103.940572426576')"
5572,148 PASIR RIS ST 13,"('1.36226595569556', '103.962078612175')"
5573,150 PASIR RIS ST 13,"('1.36273757837087', '103.962977038098')"
5574,146 PASIR RIS ST 11,"('1.36303591789608', '103.960157915898')"
5575,628 PASIR RIS DR 3,"('1.37901367188497', '103.940999736355')"
5576,630 PASIR RIS DR 3,"('1.3783821527515', '103.941096778597')"
